Name,Sex,Country,NOC,Games,Year,Host_City,Sport,Event,Gold,Silver,Bronze,Type_Sport
Shohei Ono,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Lightweight,1,0,0,Individual
Shinobu Ota,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0,1,0,Individual
Pan Feihong,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,0,0,1,Team
Pang Wei,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",0,0,1,Individual
Park In-Bee,F,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Golf,Golf Women's Individual,1,0,0,Individual
Park Sang-Young,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",1,0,0,Individual
Qin Kai,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,0,0,1,Team
Hassan Sabzali Rahimi,M,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",0,0,1,Individual
Nidzhat Aliyevich Rakhimov,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,1,0,0,Individual
Ren Cancan,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Women's Flyweight,0,0,1,Individual
Ren Qian,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Platform,1,0,0,Individual
Ghasem Gholamreza Rezaei,M,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",0,0,1,Individual
Ri Se-Gwang,M,North Korea,PRK,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,1,0,0,Individual
Rim Jong-Sim,F,North Korea,PRK,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,1,0,0,Individual
Ruslan Nurudinov,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,1,0,0,Individual
Pandelela Rinong anak Pamg,F,Malaysia,MAS,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,0,1,0,Team
Adilbek Sabitovich Niyazymbetov,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,0,1,0,Individual
Kei Nishikori,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,0,0,1,Individual
Misaki Matsutomo,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,1,0,0,Team
Bektemir Ruzmatzhonovich Melikuziyev,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Middleweight,0,1,0,Individual
Meng Suping,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,1,0,0,Individual
Risako Mitsui,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,0,1,Team
Wei Qiuyue,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Risako Mitsui,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Hiromi Miyake,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,0,0,1,Individual
Jun Mizutani,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,0,0,1,Individual
Jun Mizutani,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,0,1,0,Team
Sohrab Moradi,M,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,1,0,0,Individual
Takanori Nagase,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,0,0,1,Individual
Kanami Nakamaki,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Wang Zhen,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,1,0,0,Individual
Mai Nakamura,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Misato Nakamura,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,0,0,1,Individual
Lilyana Natsir,F,Indonesia-1,INA,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,1,0,0,Team
Ikhtiyor Karimovich Navruzov,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",0,0,1,Individual
Dilshod Nazarov,M,Tajikistan,TJK,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,1,0,0,Individual
Wang Yan,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,Team
Koki Niwa,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,0,1,0,Team
Kianoush Rostami,M,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,1,0,0,Individual
Olga Sergeyevna Rypakova (Alekseyeva-),F,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,0,0,1,Individual
Masato Sakai,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,0,1,0,Individual
Sun Yanan,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",0,0,1,Individual
Sun Yang,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,1,0,0,Individual
Sun Yang,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,0,1,0,Individual
Sun Yiwen,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",0,0,1,Individual
Sun Yiwen,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,1,0,Team
Sun Yujie,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,1,0,Team
Elmira Anuarbekovna Syzdykova,F,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",0,0,1,Individual
Haruka Tachimoto,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,1,0,0,Individual
Ayaka Takahashi,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,1,0,0,Team
Naohisa Takato,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,0,0,1,Individual
Tan Jiaxin,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,Team
Tan Wee Kiong,M,Malaysia,MAS,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles,0,1,0,Team
Eri Tosaka,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",1,0,0,Individual
Tan Ya-Ting,F,Chinese Taipei,TPE,2016 Summer,2016,Rio de Janeiro,Archery,Archery Women's Team,0,0,1,Team
Yusuke Tanaka,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Sopita Tanasan,F,Thailand,THA,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,1,0,0,Individual
Tang Mengni,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,Team
Elmurat Zulypkarovich Tasmuradov,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0,0,1,Individual
Sergiu Toma,M,United Arab Emirates,UAE,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,0,0,1,Individual
Sun Wenyan,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,Team
Sun Wenyan,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,1,0,Team
Sukanya Srisurat,F,Thailand,THA,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,1,0,0,Individual
Rustam Tulaganov,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,0,0,1,Individual
Joseph Isaac Schooling,M,Singapore,SGP,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,1,0,0,Individual
Diyorbek Urozboyev,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,0,0,1,Individual
Daiya Seto,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,0,0,1,Individual
Dariga Shakimova,F,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Women's Middleweight,0,0,1,Individual
Denis Ulanov,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,0,0,1,Individual
Shang Chunsong,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,Team
Shi Jinglin,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,0,0,1,Individual
Shi Tingmao,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Springboard,1,0,0,Individual
Shi Tingmao,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,1,0,0,Team
Kaori Matsumoto,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Women's Lightweight,0,0,1,Individual
Shi Zhiyong,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,1,0,0,Individual
Kenzo Shirai,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Kenzo Shirai,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,0,0,1,Individual
Si Yajie,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Platform,0,1,0,Individual
"Pusarla Venkata ""P. V."" Sindhu",F,India,IND,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,0,1,0,Individual
Kohei Uchimura,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Kohei Uchimura,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,1,0,0,Individual
Pimsiri Sirikaew,F,Thailand,THA,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,0,1,0,Individual
Yeldos Bakhtybayevich Smetov,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,0,1,0,Individual
Rishod Rashidovich Sobirov,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,0,0,1,Individual
Shin Seung-Chan,F,South Korea-1,KOR,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,0,0,1,Team
Hsu Shu-Ching,F,Chinese Taipei,TPE,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,1,0,0,Individual
Takeshi Matsuda,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,1,Team
Kei Marumo,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Jeong Gyeong-Eun,F,South Korea-1,KOR,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,0,0,1,Team
Jin Jong-O,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0,0,Individual
Rie Kaneto,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,1,0,0,Individual
Ryohei Kato,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Risako Kawai,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",1,0,0,Individual
Farkhad Ibragimovich Kharki,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,0,0,1,Individual
Ki Bo-Bae,F,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Archery,Archery Women's Individual,0,0,1,Individual
Ki Bo-Bae,F,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Archery,Archery Women's Team,1,0,0,Team
Kim Hyeon-Wu,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,0,1,Individual
Yang Fangxu,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Kim Jeong-Hwan,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",0,0,1,Individual
Yan Ni,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Kim Jong-Hyeon,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,1,0,Individual
Kim Kuk-Hyang,F,North Korea,PRK,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,0,1,0,Individual
Tian Tao,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,0,1,0,Individual
Kim Song-Guk,M,North Korea,PRK,2016 Summer,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",0,0,1,Individual
Kim Song-I,F,North Korea,PRK,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,0,0,1,Individual
Kim Tae-Hun,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,0,0,1,Individual
Kim Woo-Jin,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Archery,Archery Men's Team,1,0,0,Team
Jeong Bo-Kyeong,F,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,0,1,0,Individual
Eunice Jepkirui Kirwa,F,Bahrain,BRN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,0,1,0,Individual
Hassan Aliazam Yazdanicharati,M,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",1,0,0,Individual
Ja Dong-Min,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,0,0,1,Individual
Saori Yoshida,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",0,1,0,Individual
Huang Wenyi,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,0,0,1,Team
Kurumi Yoshida,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Huang Xuechen,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,1,0,Team
Yoon Jin-Hee,F,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,0,0,1,Individual
Huang Xuechen,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,Team
Hui Ruoqi,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Magomed Idrisovich Ibragimov,M,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0,0,1,Individual
Kaori Icho,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",1,0,0,Individual
Shota Iizuka,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Yukiko Inui,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,0,1,Team
Yukiko Inui,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Yin Junhua,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Women's Lightweight,0,1,0,Individual
Eko Yuli Irawan,M,Indonesia,INA,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,0,1,0,Individual
Yin Chengxin,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,Team
Yi Siling,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",0,0,1,Individual
Daniyar Maratovich Yeleusinov,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Welterweight,1,0,0,Individual
Kasumi Ishikawa,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,0,0,1,Team
Mima Ito,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,0,0,1,Team
Ruth Jebet,F,Bahrain,BRN,2016 Summer,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,0,Individual
Koji Yamamuro,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Yoshihide Kiryu,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Yuki Kobori,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,1,Team
Lin Chaopan,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
Lin Li,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Lin Shih-Chia,F,Chinese Taipei,TPE,2016 Summer,2016,Rio de Janeiro,Archery,Archery Women's Team,0,0,1,Team
Lin Yue,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,1,0,0,Team
Liu Hong,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,1,0,0,Individual
Liu Huixia,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,1,0,0,Team
Xiang Yanmei,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,1,0,0,Individual
Liu Shiwen,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,1,0,0,Team
Liu Xiaotong,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Liu Yang,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
Long Qingquan,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,1,0,0,Individual
Lu Xiaojun,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,0,1,0,Individual
Lu Xiuzhi,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,0,0,1,Individual
Wu Minxia,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,1,0,0,Team
Ma Long,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,1,0,0,Individual
Ma Long,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,1,0,0,Team
Sakshi Malik,F,India,IND,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",0,0,1,Individual
Gyuzel Tagirovna Manyurova,F,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0,1,0,Individual
Mao Yi,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,Team
Liang Xinping,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,Team
Li Yuehong,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",0,0,1,Individual
Li Xiaoxia,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,1,0,0,Team
Xu Anqi,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,1,0,Team
Ami Kondo,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,0,0,1,Individual
Sinphet Kruaithong,M,Thailand,THA,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,0,0,1,Individual
Ku Bon-Chan,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Archery,Archery Men's Individual,1,0,0,Individual
Ku Bon-Chan,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Archery,Archery Men's Team,1,0,0,Team
Ryota Yamagata,M,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Kuo Hsing-Chun,F,Chinese Taipei,TPE,2016 Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,0,0,1,Individual
Yekaterina Alekseyevna Larionova,F,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",0,0,1,Individual
Kanae Yamabe,F,Japan,JPN,2016 Summer,2016,Rio de Janeiro,Judo,Judo Women's Heavyweight,0,0,1,Individual
Le Chien-Ying,F,Chinese Taipei,TPE,2016 Summer,2016,Rio de Janeiro,Archery,Archery Women's Team,0,0,1,Team
Panipak Wongpattanakit,F,Thailand,THA,2016 Summer,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,0,0,1,Individual
Lee Chong Wei,M,Malaysia,MAS,2016 Summer,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,0,1,0,Individual
Xu Yunli,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,Team
Lee Seung-Yun,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Archery,Archery Men's Team,1,0,0,Team
Xu Xin,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,1,0,0,Team
Vasily Alekseyevich Levit,M,Kazakhstan,KAZ,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,0,1,0,Individual
Li Dan,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Trampolining,Trampolining Women's Individual,0,0,1,Individual
Xu Jiayu,M,China,CHN,2016 Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,0,1,0,Individual
Li Qian,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Boxing,Boxing Women's Middleweight,0,0,1,Individual
Li Xiaolu,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,Team
Li Xiaoxia,F,China,CHN,2016 Summer,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,0,1,0,Individual
Lee Dae-Hun,M,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,0,0,1,Individual
Saeid Morad Abdevali,M,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,0,1,Individual
Kalkidan Gezahegne,F,Bahrain,BRN,2020 Summer,2020,Tokyo,Athletics,"Women's 10,000 metres",0,1,0,Individual
Yang Qian,F,China,CHN,2020 Summer,2020,Tokyo,Shooting,Women's 10 m air rifle,1,0,0,Individual
Hou Zhihui,F,China,CHN,2020 Summer,2020,Tokyo,Weightlifting,Women's 49 kg,1,0,0,Individual
Sun Yiwen,F,China,CHN,2020 Summer,2020,Tokyo,Fencing,Women's ̩p̩e,1,0,0,Individual
