Name,Gender,Country,Year,Host_City,Sport,Event,Sport_Type,Gold,Silver,Bronze
Kim Kuk-Hyang,F,North Korea,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,Individual,0,1,0
Tian Tao,M,China,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Individual,0,1,0
Kim Song-Guk,M,North Korea,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",Individual,0,0,1
Kim Song-I,F,North Korea,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Individual,0,0,1
Kim Tae-Hun,M,South Korea,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Individual,0,0,1
Kim Woo-Jin,M,South Korea,2016,Rio de Janeiro,Archery,Archery Men's Team,Team,1,0,0
Jeong Bo-Kyeong,F,South Korea,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Individual,0,1,0
Eunice Jepkirui Kirwa,F,Bahrain,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,Individual,0,1,0
Hassan Aliazam Yazdanicharati,M,Iran,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Individual,1,0,0
Ja Dong-Min,M,South Korea,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Individual,0,0,1
Saori Yoshida,F,Japan,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Individual,0,1,0
Huang Wenyi,F,China,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Team,0,0,1
Kurumi Yoshida,F,Japan,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Huang Xuechen,F,China,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Team,0,1,0
Yoon Jin-Hee,F,South Korea,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Individual,0,0,1
Huang Xuechen,F,China,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,1,0
Hui Ruoqi,F,China,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Magomed Idrisovich Ibragimov,M,Uzbekistan,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Individual,0,0,1
Kaori Icho,F,Japan,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Individual,1,0,0
Shota Iizuka,M,Japan,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Yukiko Inui,F,Japan,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Team,0,0,1
Yukiko Inui,F,Japan,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Yin Junhua,F,China,2016,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Individual,0,1,0
Eko Yuli Irawan,M,Indonesia,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,Individual,0,1,0
Yin Chengxin,F,China,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,1,0
Yi Siling,F,China,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Individual,0,0,1
Daniyar Maratovich Yeleusinov,M,Kazakhstan,2016,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Individual,1,0,0
Kasumi Ishikawa,F,Japan,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Team,0,0,1
Mima Ito,F,Japan,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Team,0,0,1
Ruth Jebet,F,Bahrain,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Individual,1,0,0
Koji Yamamuro,M,Japan,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Yoshihide Kiryu,M,Japan,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Yuki Kobori,M,Japan,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Team,0,0,1
Lin Chaopan,M,China,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
Lin Li,F,China,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Lin Shih-Chia,F,Chinese Taipei,2016,Rio de Janeiro,Archery,Archery Women's Team,Team,0,0,1
Lin Yue,M,China,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Team,1,0,0
Liu Hong,F,China,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Individual,1,0,0
Liu Huixia,F,China,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Team,1,0,0
Xiang Yanmei,F,China,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,Individual,1,0,0
Liu Shiwen,F,China,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Team,1,0,0
Liu Xiaotong,F,China,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Liu Yang,M,China,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
Long Qingquan,M,China,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Individual,1,0,0
Lu Xiaojun,M,China,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Individual,0,1,0
Lu Xiuzhi,F,China,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Individual,0,0,1
Wu Minxia,F,China,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Team,1,0,0
Ma Long,M,China,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Individual,1,0,0
Ma Long,M,China,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Team,1,0,0
Sakshi Malik,F,India,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Individual,0,0,1
Gyuzel Tagirovna Manyurova,F,Kazakhstan,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Individual,0,1,0
Mao Yi,F,China,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Team,0,0,1
Liang Xinping,F,China,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,1,0
Li Yuehong,M,China,2016,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Individual,0,0,1
Li Xiaoxia,F,China,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Team,1,0,0
Xu Anqi,F,China,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Team,0,1,0
Ami Kondo,F,Japan,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Individual,0,0,1
Sinphet Kruaithong,M,Thailand,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Individual,0,0,1
Ku Bon-Chan,M,South Korea,2016,Rio de Janeiro,Archery,Archery Men's Individual,Individual,1,0,0
Ku Bon-Chan,M,South Korea,2016,Rio de Janeiro,Archery,Archery Men's Team,Team,1,0,0
Ryota Yamagata,M,Japan,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Kuo Hsing-Chun,F,Chinese Taipei,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Individual,0,0,1
Yekaterina Alekseyevna Larionova,F,Kazakhstan,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Individual,0,0,1
Kanae Yamabe,F,Japan,2016,Rio de Janeiro,Judo,Judo Women's Heavyweight,Individual,0,0,1
Le Chien-Ying,F,Chinese Taipei,2016,Rio de Janeiro,Archery,Archery Women's Team,Team,0,0,1
Panipak Wongpattanakit,F,Thailand,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Individual,0,0,1
Lee Chong Wei,M,Malaysia,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,Individual,0,1,0
Xu Yunli,F,China,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Lee Seung-Yun,M,South Korea,2016,Rio de Janeiro,Archery,Archery Men's Team,Team,1,0,0
Xu Xin,M,China,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Team,1,0,0
Vasily Alekseyevich Levit,M,Kazakhstan,2016,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Individual,0,1,0
Li Dan,F,China,2016,Rio de Janeiro,Trampolining,Trampolining Women's Individual,Individual,0,0,1
Xu Jiayu,M,China,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Individual,0,1,0
Li Qian,F,China,2016,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Individual,0,0,1
Li Xiaolu,F,China,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,1,0
Li Xiaoxia,F,China,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Individual,0,1,0
Lee Dae-Hun,M,South Korea,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Individual,0,0,1
Saeid Morad Abdevali,M,Iran,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Individual,0,0,1
Kalkidan Gezahegne,F,Bahrain,2020,Tokyo,Athletics,"Women's 10,000 metres",Individual,0,1,0
Yang Qian,F,China,2020,Tokyo,Shooting,Women's 10 m air rifle,Individual,1,0,0
Hou Zhihui,F,China,2020,Tokyo,Weightlifting,Women's 49 kg,Individual,1,0,0
Sun Yiwen,F,China,2020,Tokyo,Fencing,Women's Ã©pÃ©e,Individual,1,0,0
Shi Tingmao,F,China,2020,Tokyo,Diving,Women's synchronized 3 metre springboard,Team,1,0,0
Wang Han,F,China,2020,Tokyo,Diving,Women's synchronized 3 metre springboard,Team,1,0,0
Li Fabin,M,China,2020,Tokyo,Weightlifting,Men's 61 kg,Individual,1,0,0
Chen Lijun,M,China,2020,Tokyo,Weightlifting,Men's 67 kg,Individual,1,0,0
Jiang Ranxin,F,China,2020,Tokyo,Shooting,Mixed 10 metre air pistol team,Team,1,0,0
Pang Wei,M,China,2020,Tokyo,Shooting,Mixed 10 metre air pistol team,Team,1,0,0
Chen Yuxi,F,China,2020,Tokyo,Diving,Women's synchronized 10 metre platform,Team,1,0,0
Zhang Jiaqi,F,China,2020,Tokyo,Diving,Women's synchronized 10 metre platform,Team,1,0,0
Yang Qian,F,China,2020,Tokyo,Shooting,Mixed 10 metre air rifle team,Team,1,0,0
Yang Haoran,M,China,2020,Tokyo,Shooting,Mixed 10 metre air rifle team,Team,1,0,0
Chen Yunxia,F,China,2020,Tokyo,Rowing,Women's quadruple sculls,Team,1,0,0
Cui Xiaotong,F,China,2020,Tokyo,Rowing,Women's quadruple sculls,Team,1,0,0
Lü Yang,F,China,2020,Tokyo,Rowing,Women's quadruple sculls,Team,1,0,0
Zhang Ling,F,China,2020,Tokyo,Rowing,Women's quadruple sculls,Team,1,0,0
Wang Zongyuan,M,China,2020,Tokyo,Diving,Men's synchronized 3 metre springboard,Team,1,0,0
Xie Siyi,M,China,2020,Tokyo,Diving,Men's synchronized 3 metre springboard,Team,1,0,0
Shi Zhiyong,M,China,2020,Tokyo,Weightlifting,Men's 73 kg,Individual,1,0,0
Zhang Yufei,F,China,2020,Tokyo,Swimming,Women's 200 metre butterfly,Individual,1,0,0
Yang Junxuan,F,China,2020,Tokyo,Swimming,Women's 4 Ã— 200 metre freestyle relay,Team,1,0,0
Tang Muhan,F,China,2020,Tokyo,Swimming,Women's 4 Ã— 200 metre freestyle relay,Team,1,0,0
Zhang Yufei,F,China,2020,Tokyo,Swimming,Women's 4 Ã— 200 metre freestyle relay,Team,1,0,0
Li Bingjie,F,China,2020,Tokyo,Swimming,Women's 4 Ã— 200 metre freestyle relay,Team,1,0,0
Dong Jie,F,China,2020,Tokyo,Swimming,Women's 4 Ã— 200 metre freestyle relay,Team,1,0,0
Zhang Yifan,F,China,2020,Tokyo,Swimming,Women's 4 Ã— 200 metre freestyle relay,Team,1,0,0
Chen Meng,F,China,2020,Tokyo,Table tennis,Women's singles,Individual,1,0,0
Wang Shun,M,China,2020,Tokyo,Swimming,Men's 200 metre individual medley,Individual,1,0,0
Zhu Xueying,F,China,2020,Tokyo,Gymnastics,Women's trampoline,Individual,1,0,0
Wang Yilyu,M,China,2020,Tokyo,Badminton,Mixed doubles,Team,1,0,0
Huang Dongping,F,China,2020,Tokyo,Badminton,Mixed doubles,Team,1,0,0
Ma Long,M,China,2020,Tokyo,Table tennis,Men's singles,Individual,1,0,0
Lu Yunxiu,F,China,2020,Tokyo,Sailing,Women's RS:X,Individual,1,0,0
LÃ¼ Xiaojun,M,China,2020,Tokyo,Weightlifting,Men's 81 kg,Individual,1,0,0
Gong Lijiao,F,China,2020,Tokyo,Athletics,Women's shot put,Individual,1,0,0
Shi Tingmao,F,China,2020,Tokyo,Diving,Women's 3 metre springboard,Individual,1,0,0
Chen Yufei,F,China,2020,Tokyo,Badminton,Women's singles,Individual,1,0,0
Wang Zhouyu,F,China,2020,Tokyo,Weightlifting,Women's 87 kg,Individual,1,0,0
Liu Yang,M,China,2020,Tokyo,Gymnastics,Men's rings,Individual,1,0,0
Zhang Changhong,M,China,2020,Tokyo,Shooting,Men's 50 m rifle 3 positions,Individual,1,0,0
Bao Shanju,F,China,2020,Tokyo,Cycling,Women's team sprint,Team,1,0,0
Zhong Tianshi,F,China,2020,Tokyo,Cycling,Women's team sprint,Team,1,0,0
Li Wenwen,F,China,2020,Tokyo,Weightlifting,Women's +87 kg,Individual,1,0,0
Xie Siyi,M,China,2020,Tokyo,Diving,Men's 3 metre springboard,Individual,1,0,0
Zou Jingyuan,M,China,2020,Tokyo,Gymnastics,Men's parallel bars,Individual,1,0,0
Guan Chenchen,F,China,2020,Tokyo,Gymnastics,Women's balance beam,Individual,1,0,0
Quan Hongchan,F,China,2020,Tokyo,Diving,Women's 10 m platform,Individual,1,0,0
Chen Meng,F,China,2020,Tokyo,Table tennis,Women's team,Team,1,0,0
Sun Yingsha,F,China,2020,Tokyo,Table tennis,Women's team,Team,1,0,0
Wang Manyu,F,China,2020,Tokyo,Table tennis,Women's team,Team,1,0,0
Fan Zhendong,M,China,2020,Tokyo,Table tennis,Men's team,Team,1,0,0
Ma Long,M,China,2020,Tokyo,Table tennis,Men's team,Team,1,0,0
Xu Xin,M,China,2020,Tokyo,Table tennis,Men's team,Team,1,0,0
Liu Shiying,F,China,2020,Tokyo,Athletics,Women's javelin throw,Individual,1,0,0
Sun Mengya,F,China,2020,Tokyo,Canoeing,Women's C-2 500 metres,Team,1,0,0
Xu Shixiao,F,China,2020,Tokyo,Canoeing,Women's C-2 500 metres,Team,1,0,0
Cao Yuan,M,China,2020,Tokyo,Diving,Men's 10 m platform,Individual,1,0,0
Sheng Lihao,M,China,2020,Tokyo,Shooting,Men's 10 m air rifle,Individual,0,1,0
Zhang Yufei,F,China,2020,Tokyo,Swimming,Women's 100 m butterfly,Individual,0,1,0
Cao Yuan,M,China,2020,Tokyo,Diving,Men's synchronized 10 m platform,Team,0,1,0
Chen Aisen,M,China,2020,Tokyo,Diving,Men's synchronized 10 m platform,Team,0,1,0
Liao Qiuyun,F,China,2020,Tokyo,Weightlifting,Women's 55 kg,Individual,0,1,0
Xu Xin,M,China,2020,Tokyo,Table tennis,Mixed doubles,Team,0,1,0
Liu Shiwen,F,China,2020,Tokyo,Table tennis,Mixed doubles,Team,0,1,0
Xiao Ruoteng,M,China,2020,Tokyo,Gymnastics,Men's artistic individual all-around,Individual,0,1,0
Sun Yingsha,F,China,2020,Tokyo,Table tennis,Women's singles,Individual,0,1,0
Liu Lingling,F,China,2020,Tokyo,Gymnastics,Women's trampoline,Individual,0,1,0
Zheng Siwei,M,China,2020,Tokyo,Badminton,Mixed doubles,Team,0,1,0
Huang Yaqiong,F,China,2020,Tokyo,Badminton,Mixed doubles,Team,0,1,0
Fan Zhendong,M,China,2020,Tokyo,Table tennis,Men's singles,Individual,0,1,0
Xu Jiayu,M,China,2020,Tokyo,Swimming,Mixed 4 Ã— 100 metre medley relay,Team,0,1,0
Yan Zibei,M,China,2020,Tokyo,Swimming,Mixed 4 Ã— 100 metre medley relay,Team,0,1,0
Yang Junxuan,F,China,2020,Tokyo,Swimming,Mixed 4 Ã— 100 metre medley relay,Team,0,1,0
Zhang Yufei,F,China,2020,Tokyo,Swimming,Mixed 4 Ã— 100 metre medley relay,Team,0,1,0
Dong Dong,M,China,2020,Tokyo,Gymnastics,Men's trampoline,Individual,0,1,0
Li Junhui,M,China,2020,Tokyo,Badminton,Men's doubles,Team,0,1,0
Liu Yuchen,M,China,2020,Tokyo,Badminton,Men's doubles,Team,0,1,0
Wang Han,F,China,2020,Tokyo,Diving,Women's 3 metre springboard,Individual,0,1,0
Chen Qingchen,F,China,2020,Tokyo,Badminton,Women's doubles,Team,0,1,0
Jia Yifan,F,China,2020,Tokyo,Badminton,Women's doubles,Team,0,1,0
You Hao,M,China,2020,Tokyo,Gymnastics,Men's rings,Individual,0,1,0
Chen Long,M,China,2020,Tokyo,Badminton,Men's singles,Individual,0,1,0
Liu Hao,M,China,2020,Tokyo,Canoeing,Men's C-2 1000 metres,Team,0,1,0
Zheng Pengfei,M,China,2020,Tokyo,Canoeing,Men's C-2 1000 metres,Team,0,1,0
Wang Zongyuan,M,China,2020,Tokyo,Diving,Men's 3 metre springboard,Individual,0,1,0
Tang Xijing,F,China,2020,Tokyo,Gymnastics,Women's balance beam,Individual,0,1,0
Wang Zheng,F,China,2020,Tokyo,Athletics,Women's hammer throw,Individual,0,1,0
Huang Xuechen,F,China,2020,Tokyo,Artistic swimming,Women's duet,Team,0,1,0
Sun Wenyan,F,China,2020,Tokyo,Artistic swimming,Women's duet,Team,0,1,0
Zhu Yaming,M,China,2020,Tokyo,Athletics,Men's triple jump,Individual,0,1,0
Chen Yuxi,F,China,2020,Tokyo,Diving,Women's 10 m platform,Individual,0,1,0
Pang Qianyu,F,China,2020,Tokyo,Wrestling,Women's freestyle 53 kg,Individual,0,1,0
Yin Xiaoyan,F,China,2020,Tokyo,Karate,Women's 61 kg,Individual,0,1,0
Liu Hao,M,China,2020,Tokyo,Canoeing,Men's C-1 1000 metres,Individual,0,1,0
Gu Hong,F,China,2020,Tokyo,Boxing,Women's welterweight,Individual,0,1,0
Yang Jian,M,China,2020,Tokyo,Diving,Men's 10 m platform,Individual,0,1,0
Huang Xuechen,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Sun Wenyan,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Guo Li,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Liang Xinping,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Yin Chengxin,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Feng Yu,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Xiao Yanning,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Wang Qianyi,F,China,2020,Tokyo,Artistic swimming,Women's team,Team,0,1,0
Sun Yanan,F,China,2020,Tokyo,Wrestling,Women's freestyle 50 kg,Individual,0,1,0
Li Qian,F,China,2020,Tokyo,Boxing,Women's middleweight,Individual,0,1,0
Pang Wei,M,China,2020,Tokyo,Shooting,Men's 10 m air pistol,Individual,0,0,1
Jiang Ranxin,F,China,2020,Tokyo,Shooting,Women's 10 m air pistol,Individual,0,0,1
Yang Haoran,M,China,2020,Tokyo,Shooting,Men's 10 m air rifle,Individual,0,0,1
Zhao Shuai,M,China,2020,Tokyo,Taekwondo,Men's 68 kg,Individual,0,0,1
Li Bingjie,F,China,2020,Tokyo,Swimming,Women's 400 m Freestyle,Individual,0,0,1
Wei Meng,F,China,2020,Tokyo,Shooting,Women's skeet,Individual,0,0,1
Lin Chaopan,M,China,2020,Tokyo,Gymnastics,Men's artistic team all-around,Team,0,0,1
Sun Wei,M,China,2020,Tokyo,Gymnastics,Men's artistic team all-around,Team,0,0,1
Xiao Ruoteng,M,China,2020,Tokyo,Gymnastics,Men's artistic team all-around,Team,0,0,1
Zou Jingyuan,M,China,2020,Tokyo,Gymnastics,Men's artistic team all-around,Team,0,0,1
Liu Zhiyu,M,China,2020,Tokyo,Rowing,Men's double sculls,Team,0,0,1
Zhang Liang,M,China,2020,Tokyo,Rowing,Men's double sculls,Team,0,0,1
Wan Jiyuan,F,China,2020,Tokyo,Basketball,Women's 3Ã—3 tournament,Team,0,0,1
Wang Lili,F,China,2020,Tokyo,Basketball,Women's 3Ã—3 tournament,Team,0,0,1
Yang Shuyu,F,China,2020,Tokyo,Basketball,Women's 3Ã—3 tournament,Team,0,0,1
Zhang Zhiting,F,China,2020,Tokyo,Basketball,Women's 3Ã—3 tournament,Team,0,0,1
Guo Linlin,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Ju Rui,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Li Jingjing,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Miao Tian,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Wang Zifeng,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Wang Yuwei,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Xu Fei,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Zhang Min,F,China,2020,Tokyo,Rowing,Women's eight,Team,0,0,1
Xiao Jiaruixuan,F,China,2020,Tokyo,Shooting,Women's 25 metre pistol,Individual,0,0,1
Bi Kun,M,China,2020,Tokyo,Sailing,Men's RS:X,Individual,0,0,1
Xiao Ruoteng,M,China,2020,Tokyo,Gymnastics,Men's floor,Individual,0,0,1
Li Yuehong,M,China,2020,Tokyo,Shooting,Men's 25 metre rapid fire pistol,Individual,0,0,1
Walihan Sailike,M,China,2020,Tokyo,Wrestling,Men's Greco-Roman 60 kg,Individual,0,0,1
Zhou Qian,F,China,2020,Tokyo,Wrestling,Women's freestyle 76 kg,Individual,0,0,1
Liu Hong,F,China,2020,Tokyo,Athletics,Women's 20 kilometres walk,Individual,0,0,1
Gong Li,F,China,2020,Tokyo,Karate,Women's +61 kg,Individual,0,0,1
Kuo Hsing-chun,F,Chinese Taipei,2020,Tokyo,Weightlifting,Women's 59 kg,Individual,1,0,0
Lee Yang,M,Chinese Taipei,2020,Tokyo,Badminton,Men's doubles,Team,1,0,0
Wang Chi-lin,M,Chinese Taipei,2020,Tokyo,Badminton,Men's doubles,Team,1,0,0
Yang Yung-wei,M,Chinese Taipei,2020,Tokyo,Judo,Men's 60 kg,Individual,0,1,0
Deng Yu-cheng,M,Chinese Taipei,2020,Tokyo,Archery,Men's team,Team,0,1,0
Tang Chih-chun,M,Chinese Taipei,2020,Tokyo,Archery,Men's team,Team,0,1,0
Wei Chun-heng,M,Chinese Taipei,2020,Tokyo,Archery,Men's team,Team,0,1,0
Lee Chih-kai,M,Chinese Taipei,2020,Tokyo,Gymnastics,Men's pommel horse,Individual,0,1,0
Tai Tzu-ying,F,Chinese Taipei,2020,Tokyo,Badminton,Women's singles,Individual,0,1,0
Lo Chia-ling,F,Chinese Taipei,2020,Tokyo,Taekwondo,Women's 57 kg,Individual,0,0,1
Lin Yun-ju,M,Chinese Taipei,2020,Tokyo,Table tennis,Mixed doubles,Team,0,0,1
Cheng I-ching,F,Chinese Taipei,2020,Tokyo,Table tennis,Mixed doubles,Team,0,0,1
Chen Wen-huei,F,Chinese Taipei,2020,Tokyo,Weightlifting,Women's 64 kg,Individual,0,0,1
Pan Cheng-tsung,M,Chinese Taipei,2020,Tokyo,Golf,Men's individual,Individual,0,0,1
Huang Hsiao-wen,F,Chinese Taipei,2020,Tokyo,Boxing,Women's flyweight,Individual,0,0,1
Wen Tzu-yun,F,Chinese Taipei,2020,Tokyo,Karate,Women's 55 kg,Individual,0,0,1
Cheung Ka Long,M,Hong Kong,2020,Tokyo,Fencing,Men's foil,Individual,1,0,0
Siobhan Haughey,F,Hong Kong,2020,Tokyo,Swimming,Women's 200 m freestyle,Individual,0,1,0
Siobhan Haughey,F,Hong Kong,2020,Tokyo,Swimming,Women's 100 m freestyle,Individual,0,1,0
Doo Hoi Kem,F,Hong Kong,2020,Tokyo,Table tennis,Women's team,Team,0,0,1
Lee Ho Ching,F,Hong Kong,2020,Tokyo,Table tennis,Women's team,Team,0,0,1
Minnie Soo Wai Yam,F,Hong Kong,2020,Tokyo,Table tennis,Women's team,Team,0,0,1
Grace Lau,F,Hong Kong,2020,Tokyo,Karate,Women's kata,Individual,0,0,1
Lee Wai Sze,F,Hong Kong,2020,Tokyo,Cycling,Women's Sprint,Individual,0,0,1
Neeraj Chopra,M,India,2020,Tokyo,Athletics,Men's javelin throw,Individual,1,0,0
Saikhom Mirabai Chanu,F,India,2020,Tokyo,Weightlifting,Women's 49 kg,Individual,0,1,0
Ravi Kumar Dahiya,M,India,2020,Tokyo,Wrestling,Men's freestyle 57 kg,Individual,0,1,0
P. V. Sindhu,F,India,2020,Tokyo,Badminton,Women's singles,Individual,0,0,1
Lovlina Borgohain,F,India,2020,Tokyo,Boxing,Women's welterweight,Individual,0,0,1
Dilpreet Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Rupinder Pal Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Surender Kumar,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Manpreet Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Hardik Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Gurjant Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Simranjeet Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
Mandeep Singh,M,India,2020,Tokyo,Field hockey,Men's tournament,Team,0,0,1
